Sales,Longevity,Similar_Sales,Prior_Demand,Advertising_budget,Similar_Products,Competitor_Products,Ads,Competitor_Ads,Magazine,Awards,Innovative,Product_necessity,Type,Cheap,Disposable,Tested,Warranty,Competitor_Launch,Styles
500,1,2789600,5600,77366,0,6,0,0,0,0,0,0,Bath,1,1,1,0,0,0
2000,1,1999100,4300,88573,0,11,1,5,1,2,0,1,Bath,1,0,1,0,0,0
3000,1,3570700,6100,779035,51,81,26,11,25,2,0,0,Bath,1,1,0,0,1,1
2000,1,655100,7200,49009,41,33,11,26,21,6,0,0,Bath,1,0,0,0,0,0
500,1,820700,5700,67012,1,31,1,0,0,0,0,1,Bath,1,1,0,0,0,0
500,1,1864300,3100,47068,4,5,0,0,0,0,0,1,Bath,1,1,0,0,0,0
2000,1,918600,8000,139621,2,47,0,0,3,0,0,0,Kitchen,1,1,0,0,0,0
2000,1,538300,5400,299523,3,23,2,0,6,3,0,0,Bath,1,1,1,0,0,0
3000,1,3792300,6900,1183119,53,30,4,32,13,4,0,0,Bath,1,0,0,0,0,0
6000,1,1950700,8900,676207,32,53,4,10,10,0,0,1,Bath,1,0,0,0,0,0
3000,1,1139100,7700,253625,11,49,2,1,6,2,0,1,Bath,1,0,0,0,0,1
2000,1,3311300,7900,145077,64,76,4,48,44,34,0,1,Bath,1,0,0,0,0,0
500,0,2936200,7000,65248,4,44,2,0,4,0,0,1,Kitchen,1,0,0,0,0,0
2000,1,2231400,3600,76996,13,33,0,4,2,0,0,0,Bath,0,0,0,0,0,1
500,1,3311300,5600,32724,6,46,2,2,2,0,0,1,Bath,1,1,0,0,0,1
2000,0,4934700,7700,241220,18,36,1,5,12,2,0,0,Kitchen,1,0,0,0,0,0
8000,1,1332300,9100,582649,49,131,9,14,28,5,1,0,Bath,1,0,0,0,1,0
500,1,3792300,3600,334360,1,8,0,0,0,0,0,0,Kitchen,0,0,0,0,0,1
2000,1,2671700,7600,257699,38,52,12,4,28,1,0,0,Kitchen,1,0,0,0,0,0
500,1,3382800,8500,119498,2,47,1,0,1,0,0,1,Bath,1,1,0,0,1,1
2000,1,1864300,6800,214006,4,98,1,0,6,0,0,0,Bath,1,0,1,0,0,0
2000,1,379300,7000,39995,28,89,11,3,17,0,0,1,Bath,1,1,0,0,0,0
13000,0,3057200,9300,1729826,66,33,30,2,41,1,0,0,Bath,1,1,1,0,1,0
500,1,1080000,3500,11675,2,4,3,0,3,0,0,0,Bath,1,1,1,0,0,1
2000,1,1900100,7400,941734,22,112,7,9,11,2,0,0,Bath,1,1,0,0,1,1
500,1,1298400,7800,245463,0,28,0,0,1,0,0,1,Bath,1,0,0,0,0,0
13000,1,379300,8000,1951543,57,86,33,0,44,3,0,1,Bath,1,0,0,0,1,0
8000,1,1578000,8900,1394197,49,118,18,20,23,3,0,0,Bath,1,1,1,1,1,1
2000,1,1278800,8500,755977,14,94,7,0,6,0,0,1,Bath,1,1,0,1,1,1
500,1,2215700,6200,407303,21,5,3,11,8,2,0,1,Bath,1,1,0,0,0,0
2000,1,887900,7100,136366,32,62,14,8,13,0,0,0,Bath,1,1,0,0,0,0
2000,0,2704600,9400,169441,64,97,29,11,47,6,0,1,Kitchen,1,1,1,0,0,0
500,1,1684000,5600,166518,8,64,2,3,1,2,0,1,Bath,1,0,0,0,0,0
5000,0,4645600,5700,167598,4,78,1,0,2,0,0,0,Bath,1,1,0,1,0,0
3000,1,2657500,8000,13671,2,61,1,0,0,0,0,1,Bath,1,0,0,0,0,0
500,1,3054600,8300,488430,33,135,3,8,12,0,0,0,Bath,0,1,0,0,0,1
5000,1,2215700,7400,872255,73,92,33,22,37,2,0,1,Bath,1,1,1,1,1,0
2000,1,396300,4900,49935,7,21,7,0,4,2,0,0,Bath,1,1,1,1,0,0
2000,1,320800,7300,477063,28,55,6,9,13,1,0,0,Bath,1,1,0,0,0,0
2000,0,4575000,8900,105605,38,111,22,2,24,0,0,0,Bath,1,1,1,1,1,0
500,1,865700,6700,471617,37,18,2,21,9,2,0,0,Bath,0,1,0,0,0,1
21000,1,3570700,8800,696622,313,74,26,273,288,265,0,1,Bath,1,0,0,0,0,0
2000,1,3792300,6400,5633,40,39,1,29,6,1,0,0,Bath,0,1,0,0,0,0
500,1,2301100,6100,9772,1,45,1,0,1,0,0,0,Office,1,0,0,0,0,0
500,1,2617100,6500,987149,39,4,14,12,12,1,0,0,Bath,1,1,1,0,0,0
2000,1,1950700,8200,447992,23,102,23,0,24,1,0,0,Bath,1,1,1,0,1,1
5000,1,1252200,8500,401293,58,154,8,10,38,2,0,0,Bath,1,1,1,0,1,1
2000,1,192800,8200,412632,7,50,2,2,6,0,0,1,Bath,1,1,0,0,0,0
2000,1,277900,8100,29197,13,127,1,1,7,0,0,1,Bath,1,1,0,0,0,1
2000,0,2835900,6300,39964,8,23,2,2,4,0,0,0,Kitchen,1,1,0,0,0,0
500,1,2617100,4500,56051,25,43,14,2,19,4,0,0,Bath,1,1,1,1,0,1
2000,1,3311300,7900,940341,30,81,10,7,18,0,0,0,Kitchen,1,0,0,0,1,0
2000,1,3792300,6700,163947,11,29,3,5,3,1,0,1,Bath,1,0,0,0,0,1
500,0,4934700,4700,135717,0,10,0,0,0,0,0,1,Kitchen,1,1,0,0,1,0
500,1,981000,5000,224371,2,43,0,7,2,0,0,1,Bath,1,1,1,0,0,0
500,0,4480600,7000,93023,25,91,9,0,15,0,0,1,Kitchen,1,1,0,0,1,0
3000,1,918600,8700,222511,29,58,6,12,13,0,0,1,Bath,1,0,0,0,0,0
500,1,4308600,5300,149219,16,34,2,4,2,0,0,0,Bath,0,0,0,0,0,0
2000,0,4708900,3500,135717,7,3,2,0,2,0,0,0,Bath,1,1,0,0,0,0
5000,1,3792300,2600,3936,42,17,2,34,5,2,0,0,Bath,1,1,1,0,0,1
2000,1,918600,6900,214006,33,67,15,2,23,2,0,0,Bath,1,0,1,0,0,0
2000,1,784400,7100,192962,16,48,1,2,14,3,0,1,Bath,1,0,0,0,1,0
500,1,1263700,6300,62276,6,36,3,0,5,2,0,0,Bath,1,1,0,0,0,1
3000,1,1999100,6400,642451,40,85,8,17,13,0,0,1,Bath,1,1,1,0,0,1
2000,1,1139100,7700,267629,26,42,15,8,9,0,0,0,Bath,1,0,0,0,0,1
500,0,4575000,7400,9596,1,64,0,0,1,0,0,0,Bath,0,1,0,0,0,0
2000,1,3311300,7800,19555,22,103,7,5,15,1,0,1,Toy,0,1,1,0,0,1
500,0,4708900,6300,9596,4,13,0,1,2,0,0,0,Bath,0,1,0,0,0,0
500,1,3238500,3500,44363,1,2,0,0,1,0,0,0,Kitchen,1,1,0,0,0,1
500,1,1842000,8200,488430,16,123,2,2,12,7,0,0,Bath,0,1,0,0,0,1
5000,0,2801100,8200,171279,102,28,27,53,37,5,0,1,Bath,1,0,0,0,0,1
500,1,922700,8200,272994,31,116,13,1,27,2,0,1,Bath,1,0,1,1,0,1
5000,1,1684000,8200,624769,68,105,30,14,41,3,0,1,Bath,1,1,1,1,0,1
500,1,3000900,7300,16504,31,94,21,0,22,0,0,0,Bath,1,1,1,1,0,0
500,1,1842000,5900,317271,2,89,0,4,1,0,0,0,Bath,1,1,1,0,0,0
500,1,1080000,7200,119498,1,12,2,0,2,0,0,1,Bath,1,0,0,0,0,0
500,1,1684000,5800,149470,27,77,11,0,28,7,0,0,Bath,1,0,1,1,1,1
2000,1,2397500,7300,94900,37,92,9,6,27,2,0,1,Kitchen,0,0,1,0,0,1
500,1,890700,5500,396297,30,53,7,0,21,1,0,0,Bath,0,0,0,0,0,1
2000,1,151300,4200,631652,42,19,0,29,2,0,0,0,Office,0,1,0,0,0,0
500,1,784400,5500,564834,28,36,6,4,7,0,0,0,Bath,0,0,0,0,0,0
5000,0,2896100,7800,9772,4,53,2,0,3,0,0,1,Bath,1,0,0,0,1,0
23000,0,4934700,9500,1729826,62,105,28,2,41,1,0,0,Bath,1,1,1,0,1,0
6000,1,784400,9300,1650772,89,144,43,5,54,2,0,0,Bath,1,0,1,1,1,0
60000,1,1263700,9300,1808023,131,120,57,17,72,0,0,1,Bath,1,1,1,1,1,1
500,1,613700,3500,91161,4,8,1,5,1,0,0,0,Bath,1,1,1,0,0,0
10000,1,3792300,7500,1969756,80,65,8,42,24,4,0,0,Bath,1,1,0,0,1,0
2000,1,1263700,5500,153980,32,11,3,19,12,2,0,0,Kitchen,1,0,0,0,0,1
500,1,890700,6200,164171,36,16,11,9,25,2,0,0,Bath,0,0,0,0,0,1
2000,0,4708900,8000,346384,14,32,1,2,11,0,0,0,Kitchen,1,0,0,0,0,0
500,1,918600,6300,230598,3,22,1,4,0,0,0,1,Bath,1,0,0,0,0,0
2000,1,2492900,6000,23149,11,37,3,1,4,1,0,0,Kitchen,1,0,0,0,0,1
2000,1,1545800,6900,549715,50,96,23,21,9,0,0,1,Office,1,0,1,0,0,0
3000,1,31600,8000,691706,36,33,8,6,9,1,0,0,Bath,1,0,0,0,0,0
2000,0,2777700,7400,132449,33,80,17,4,19,2,0,1,Toy,1,1,1,1,1,0
500,1,922700,5500,51652,40,40,7,11,13,0,0,1,Toy,1,1,0,0,0,1
500,1,3518300,6100,194305,3,44,1,1,2,0,0,0,Bath,1,1,1,0,0,0
2000,1,2175300,5800,57822,11,69,1,3,4,0,0,1,Bath,1,1,1,0,0,0
48000,1,2301100,8600,4365238,155,107,57,31,68,1,1,1,Office,1,1,1,1,1,1
6000,1,396300,8900,1201564,58,129,29,1,45,2,0,0,Bath,1,1,1,0,0,0
2000,1,1545800,5900,95291,19,59,3,3,14,1,0,0,Toy,1,0,0,0,0,1
500,1,2671700,6500,2048,3,38,3,2,0,0,0,0,Bath,1,1,0,0,0,0
2000,0,3254500,8300,275,13,3,8,1,13,1,0,1,Bath,1,1,0,0,1,0
500,1,2657500,4400,367328,13,51,1,4,5,0,0,0,Kitchen,1,0,0,0,0,0
500,1,1999100,6000,97941,26,19,5,9,12,0,0,0,Bath,1,0,0,0,0,1
5000,1,2088600,8400,359080,48,38,9,19,32,7,0,1,Bath,1,0,0,0,0,0
5000,1,320800,7400,788296,36,40,11,7,15,0,0,1,Bath,1,0,0,0,0,0
10000,1,1864300,8800,483316,47,149,12,19,23,0,0,0,Kitchen,1,1,0,0,1,1
5000,1,3570700,7600,495179,33,55,7,13,11,2,0,0,Bath,1,1,0,0,0,0
2000,1,31600,7600,720532,23,62,8,2,10,1,0,0,Bath,1,1,0,0,0,0
500,1,3207100,6100,20071,5,92,3,0,3,0,0,0,Bath,1,1,1,1,0,0
500,1,1098100,6000,193041,20,56,2,9,4,0,0,0,Bath,1,1,0,0,0,0
3000,1,3177200,8200,447992,23,112,10,2,18,0,0,0,Bath,1,1,1,0,1,1
2000,1,1999100,6600,245264,23,72,1,3,10,0,0,1,Bath,1,1,0,0,0,0
500,0,4480600,4900,382119,68,116,32,12,42,7,0,1,Bath,1,0,1,1,1,1
10000,1,396300,8000,1168518,51,87,33,0,41,1,0,0,Bath,1,1,1,1,1,1
6000,1,3570700,7900,457014,62,118,22,21,27,2,0,1,Kitchen,1,1,1,0,1,1
5000,0,4645600,7800,17777,10,73,1,0,8,0,0,0,Kitchen,1,1,0,0,0,0
5000,1,1578000,8600,1348716,32,77,15,4,25,2,0,0,Bath,1,1,1,0,1,1
2000,1,922700,7600,101055,2,76,0,0,1,0,0,1,Kitchen,1,1,0,0,0,0
11000,1,2301100,8300,931417,107,111,20,48,41,9,1,1,Bath,1,0,0,0,1,0
2000,1,1684000,7700,385016,29,88,5,14,12,3,0,0,Kitchen,1,0,0,0,0,1
2000,1,1588000,7400,49009,8,40,0,4,2,0,0,1,Bath,1,0,0,0,0,0
13000,1,194600,9000,823479,124,133,43,31,56,1,0,1,Office,1,1,1,0,1,1
10000,1,163700,8500,467424,14,115,3,2,7,0,0,1,Bath,1,0,0,0,0,1
19000,1,1864300,9200,1329383,50,137,22,7,27,0,0,0,Bath,1,1,1,1,1,1
500,0,2835900,6000,15357,3,46,0,0,1,0,0,0,Bath,1,0,0,0,0,0
500,1,784400,7300,5650,13,47,4,0,7,0,0,0,Kitchen,0,0,0,0,0,0
500,1,3518300,5900,283838,10,18,0,5,2,0,0,1,Kitchen,1,1,1,0,0,1
2000,0,2777700,7400,157338,23,48,5,5,17,2,1,0,Kitchen,0,0,0,0,0,1
2000,1,3792300,5600,670440,13,43,6,3,2,0,0,1,Bath,1,0,0,0,1,0
2000,1,719000,8200,739705,41,71,5,13,21,2,0,0,Bath,0,0,0,0,0,0
2000,1,52200,7400,65599,9,91,2,3,0,2,0,0,Bath,1,1,0,0,0,0
500,1,1648500,6800,477063,22,76,12,0,15,0,0,0,Bath,1,1,1,0,0,0
500,1,3382800,7000,316575,42,120,3,37,2,2,0,1,Kitchen,1,1,1,1,0,1
2000,1,4308600,8500,10057,25,86,12,6,17,2,0,1,Bath,1,1,0,1,0,1
500,1,1684000,5600,32760,2,16,3,0,1,0,0,1,Bath,1,0,0,0,0,0
6000,1,2301100,8700,1516735,54,92,20,22,29,10,0,1,Bath,0,1,0,0,1,1
3000,1,1804500,4200,128209,1,6,3,0,3,0,0,0,Bath,1,1,1,0,0,1
2000,1,1804500,8200,62984,23,82,4,14,11,2,0,1,Kitchen,0,1,0,0,0,1
2000,0,2777700,5400,489,7,25,3,1,5,1,0,0,Bath,1,0,1,1,1,0
2000,1,2175300,5900,86725,5,1,3,0,3,0,0,1,Bath,1,0,1,0,0,0
500,1,538300,5700,176114,6,36,2,0,4,0,0,0,Bath,0,0,1,0,0,0
500,1,3311300,6200,303842,1,99,0,0,1,2,0,0,Bath,1,1,1,1,0,0
2000,0,4398900,7400,97852,41,72,13,9,28,5,0,0,Kitchen,1,0,0,0,0,0
500,1,922700,5600,384334,33,21,2,17,11,1,0,0,Bath,0,0,0,0,0,0
6000,1,52200,8100,1003761,58,145,26,2,45,2,0,1,Kitchen,1,1,1,0,1,1
2000,0,4645600,8400,5293,1,77,1,0,1,0,0,1,Kitchen,1,0,1,0,0,0
2000,1,1748500,8000,27136,41,98,12,2,30,2,0,0,Kitchen,1,1,0,0,1,1
2000,1,281900,8500,2006285,85,39,32,17,55,5,0,1,Bath,1,1,1,0,1,1
2000,0,4480600,8300,3247,28,107,6,4,12,1,0,0,Bath,0,1,0,0,0,1
500,1,2215700,5200,72774,2,3,1,0,2,0,0,0,Bath,1,0,0,0,0,0
56000,0,2835900,7800,1043453,97,49,45,14,66,2,0,1,Bath,1,0,0,0,1,1
8000,1,2175300,7900,669770,31,91,23,8,21,1,0,1,Kitchen,1,1,1,0,1,0
2000,1,2215700,5900,1361,20,66,2,9,2,0,0,1,Kitchen,1,0,0,0,0,0
500,1,2215700,7400,428610,7,39,0,1,4,0,0,0,Bath,1,0,0,0,0,0
2000,1,1842000,7600,478691,48,119,20,14,30,3,0,1,Bath,1,1,1,0,1,1
5000,1,1864300,8200,975913,17,108,7,5,6,0,0,1,Kitchen,1,1,0,1,1,1
500,1,1717000,8100,438753,12,59,11,0,10,0,0,1,Kitchen,1,0,0,1,1,0
500,1,3570700,5300,72774,2,5,1,0,2,0,0,0,Bath,1,0,0,0,0,0
2000,1,1545800,7800,442044,33,106,8,4,22,3,0,0,Bath,1,1,0,0,0,0
500,1,850500,6500,934,0,13,2,0,4,0,0,1,Bath,1,0,0,0,0,1
2000,1,1139100,7000,517764,34,92,4,5,15,2,0,1,Bath,0,1,1,0,0,1
29000,1,3792300,8200,5417231,134,79,11,79,28,4,0,0,Kitchen,1,1,0,0,0,0
2000,1,2617100,8000,30069,18,70,4,4,12,2,0,1,Bath,0,1,1,0,0,1
3000,1,31600,6300,1007988,32,37,14,11,9,1,0,1,Bath,1,0,0,0,0,0
10000,1,1804500,8500,503093,13,77,2,7,1,0,0,1,Bath,1,1,0,0,0,1
10000,1,1864300,8000,883301,80,91,36,22,55,13,0,1,Bath,0,1,1,0,0,1
500,1,784400,7600,370537,9,27,4,8,2,1,0,0,Bath,0,0,0,0,0,0
31000,1,1999100,8500,2408730,134,125,45,42,66,3,0,1,Toy,1,1,1,1,1,1
2000,1,981000,6700,335300,40,67,8,10,23,4,0,1,Bath,1,0,0,0,1,0
2000,1,1139100,8500,643979,38,88,13,3,32,5,0,1,Bath,1,0,0,0,0,0
2000,1,192800,6500,16442,13,51,7,4,5,0,0,0,Bath,0,1,1,0,0,0
2000,1,1231000,6800,89480,35,95,15,2,25,2,0,1,Bath,1,1,1,1,0,0
2000,1,918600,6400,204611,5,35,3,2,2,0,0,0,Bath,1,0,0,1,0,0
3000,1,396300,7200,924460,51,35,7,29,7,0,0,1,Bath,1,1,1,0,0,0
2000,1,322700,5100,25777,1,50,0,2,2,0,0,1,Bath,1,1,1,0,0,0
6000,0,4934700,8000,985658,63,86,30,8,45,4,1,1,Bath,1,1,1,0,1,0
500,1,1648500,4500,561128,26,60,3,11,10,2,0,0,Bath,1,0,0,0,0,0
2000,1,1588000,8000,682260,25,74,2,8,7,0,0,0,Bath,1,1,0,0,0,1
19000,0,4708900,8900,357567,51,51,21,12,31,2,1,1,Bath,1,0,0,0,0,0
2000,1,719000,5600,635484,51,99,12,21,19,1,0,0,Kitchen,1,1,1,1,0,0
500,1,3570700,4700,98168,0,11,0,0,0,0,0,0,Bath,1,1,0,0,0,1
2000,1,1139100,7900,48840,14,65,7,5,6,0,0,1,Bath,1,1,1,0,0,0
10000,1,2657500,9200,725087,49,132,15,9,24,0,0,1,Bath,0,0,1,0,1,0
3000,1,2301100,4900,370537,40,51,6,15,13,1,1,0,Bath,1,1,1,0,0,0
29000,1,1748500,8300,1238684,16,76,1,12,3,0,0,1,Bath,1,0,0,0,1,0
3000,1,31600,7600,820707,21,45,7,3,6,1,0,1,Bath,1,0,1,0,0,0
500,1,1463400,5900,7701,49,58,5,30,11,1,0,0,Bath,1,0,0,1,0,0
103000,0,5268500,4300,70234,0,48,0,0,0,0,0,1,Office,1,1,1,0,0,0
500,1,2454000,7500,518565,10,125,3,0,5,0,0,0,Bath,1,0,0,0,0,0
500,1,1545800,6400,11971,25,70,3,9,9,0,0,1,Bath,1,0,0,0,0,1
2000,1,4238700,8500,326799,55,111,23,11,43,6,0,1,Bath,1,0,0,0,1,1
2000,0,4708900,6600,444809,20,35,1,7,12,1,0,0,Kitchen,0,1,0,0,0,0
5000,0,3057200,6400,597696,28,50,15,6,23,5,0,1,Bath,1,1,0,0,1,0
2000,1,2657500,8000,664717,41,92,6,30,5,1,0,1,Kitchen,1,0,0,0,0,0
3000,1,887900,3700,128209,12,7,3,4,5,1,0,0,Bath,1,1,1,0,0,0
3000,1,1139100,8200,18034,11,66,1,8,4,1,0,1,Bath,1,0,0,0,0,0
3000,1,1298400,7900,483256,17,36,1,9,2,2,0,1,Bath,1,0,0,0,0,0
500,0,2777700,7000,93023,26,87,9,0,16,0,0,1,Kitchen,1,1,0,0,1,0
2000,1,1999100,6700,335300,48,104,12,19,9,0,0,1,Bath,1,0,1,0,1,1
2000,0,4398900,6800,309164,42,115,18,5,35,3,0,1,Kitchen,1,1,1,0,0,0
500,1,2657500,5800,7701,6,59,1,3,3,5,0,0,Bath,1,0,0,1,0,1
2000,0,2896100,6100,10916,3,57,1,0,3,0,0,1,Office,1,0,0,0,0,0
3000,1,1999100,7800,910668,29,68,1,11,12,0,0,1,Kitchen,1,0,0,0,0,1
2000,1,356000,7800,373658,32,138,16,12,9,1,0,1,Bath,1,1,1,1,1,1
2000,1,655100,7400,622980,13,72,6,0,11,3,0,1,Kitchen,1,1,1,1,0,0
500,1,2657500,5900,934,0,8,0,9,3,3,0,0,Bath,1,1,0,0,0,0
2000,1,52200,7900,1073298,11,118,1,4,11,1,0,0,Bath,1,0,1,0,0,1
6000,1,2789600,8600,1348716,50,115,15,9,21,2,0,0,Bath,1,1,1,0,1,1
3000,1,3054600,9500,1784743,99,166,24,30,41,1,0,0,Bath,1,1,1,1,1,0
500,1,918600,6100,166048,9,12,1,2,1,0,0,0,Bath,0,0,0,0,0,0
2000,1,2560300,4400,108948,5,84,0,3,6,1,0,0,Kitchen,1,0,0,0,0,1
8000,1,1950700,8800,1247336,51,104,32,0,37,0,0,1,Bath,1,1,1,1,1,0
500,1,1252200,7000,37215,11,87,11,2,7,0,0,1,Bath,1,1,1,1,0,0
2000,1,2054000,7900,940341,34,62,10,8,20,0,0,0,Kitchen,1,0,0,0,1,0
2000,1,890700,8100,40535,39,67,6,21,13,7,0,1,Bath,1,1,0,0,0,1
2000,1,1999100,6100,631407,13,79,0,3,13,5,0,0,Bath,0,0,0,0,0,1
5000,1,1175400,9000,744808,69,185,28,9,41,0,0,1,Bath,1,1,1,1,1,0
500,0,2704600,6400,1759054,50,13,11,11,25,2,0,0,Bath,0,0,0,0,0,0
10000,1,281900,8100,1503860,42,55,10,3,32,4,0,1,Bath,1,0,0,0,0,0
3000,1,2657500,8300,1995334,50,112,17,11,19,1,0,1,Bath,1,1,0,0,1,0
2000,1,1080000,5400,37394,3,36,0,0,2,3,0,0,Kitchen,1,0,0,0,0,0
500,1,1130900,4800,75453,11,11,2,0,4,0,0,1,Bath,1,0,0,0,0,0
2000,1,2425800,6700,48840,25,117,11,5,25,11,0,1,Bath,1,1,1,1,0,0
2000,1,1797300,7500,360652,8,58,2,2,4,0,0,1,Bath,1,0,0,0,0,0
15000,1,3238500,9400,2363963,131,142,58,37,72,4,0,1,Office,1,1,1,1,1,1
2000,1,655100,6500,94125,14,54,2,0,11,0,0,0,Bath,1,1,0,0,0,0
500,1,2344300,4900,12871,23,59,3,3,17,1,0,0,Bath,1,1,0,0,1,0
2000,1,281900,5400,214370,11,91,7,0,5,0,0,0,Bath,1,1,1,0,0,0
2000,1,887900,3500,22501,41,5,3,24,12,4,0,0,Bath,1,1,0,0,0,0
500,0,2732900,7700,5935,39,101,4,6,10,1,1,1,Bath,1,1,0,0,0,1
500,0,4480600,7200,81138,28,108,12,3,21,2,0,1,Office,1,1,1,1,1,1
3000,1,3440400,7400,850888,40,116,13,10,25,2,0,0,Bath,1,1,1,1,1,1
500,1,4238700,5900,373752,42,44,1,23,22,18,0,0,Bath,0,1,0,0,0,0
2000,1,1684000,8600,114820,19,84,0,9,2,1,0,1,Bath,1,1,0,0,0,1
500,1,2125000,6100,305595,26,92,9,12,22,11,0,1,Kitchen,1,1,1,1,1,1
19000,1,994700,8300,1503860,18,77,4,3,12,0,0,1,Bath,1,0,0,0,0,0
74000,1,3518300,9000,2180621,76,136,29,10,41,2,0,1,Toy,1,1,1,0,1,1
2000,1,918600,8200,1815872,68,87,12,34,20,2,0,1,Bath,1,1,0,0,0,0
500,1,235200,6800,598947,34,50,1,24,11,4,0,0,Bath,1,0,0,0,1,0
500,1,3207100,7100,97852,1,7,1,0,1,0,0,0,Bath,1,1,0,0,1,1
500,1,994700,5700,77366,6,50,0,0,7,4,0,0,Kitchen,1,0,0,0,0,0
3000,1,2492900,8100,394304,21,72,8,2,17,5,0,1,Bath,1,0,0,0,0,0
500,1,320800,7600,135646,39,57,23,0,31,3,0,0,Bath,0,0,0,0,0,0
6000,1,3792300,3500,47904,42,6,2,37,5,4,0,0,Bath,0,0,1,0,0,0
500,1,2789600,6000,388256,1,7,0,0,1,0,0,0,Bath,1,1,0,0,0,1
2000,1,655100,8100,603869,20,53,9,0,12,0,0,1,Bath,1,0,0,1,0,0
5000,1,3792300,6800,685970,48,13,2,30,5,3,0,0,Bath,1,0,0,0,0,1
5000,1,52200,8800,873287,27,141,5,7,13,0,0,0,Bath,1,1,0,0,0,0
500,1,3792300,7500,312,0,66,0,0,0,0,0,0,Bath,1,1,0,0,0,0
500,1,2789600,5500,64356,2,16,0,0,2,0,0,0,Bath,1,1,0,0,0,0
2000,1,1139100,4000,114640,10,18,3,8,3,0,0,1,Kitchen,0,0,0,0,0,0
2000,1,421100,6000,299523,36,18,8,13,17,2,0,0,Bath,0,0,0,0,0,1
500,1,2215700,3900,396868,9,22,2,3,6,0,0,0,Kitchen,1,1,0,0,0,0
500,1,850500,7800,381,35,70,3,24,11,4,0,0,Bath,1,1,0,0,0,0
23000,1,194600,9300,922361,54,156,29,0,45,2,0,0,Bath,1,1,1,0,1,1
500,1,1263700,5100,308925,2,30,2,3,6,5,0,0,Bath,1,0,1,0,0,0
500,1,1578000,5300,128209,0,4,0,0,0,0,0,0,Bath,1,1,1,0,0,0
500,1,277900,5400,540020,6,83,1,1,2,0,0,0,Bath,1,0,0,0,0,0
2000,1,887900,6400,19555,1,34,0,8,1,2,0,1,Kitchen,0,0,0,0,0,0
500,0,2732900,3000,23286,2,7,2,0,2,0,0,0,Bath,0,1,0,0,0,0
2000,1,3792300,4800,315645,46,67,1,36,7,5,0,0,Kitchen,1,0,0,0,0,1
3000,1,1139100,7100,477063,33,83,9,14,13,0,0,1,Bath,1,1,0,0,0,0
2000,1,1411600,6600,1566700,48,2,10,30,11,0,0,0,Bath,1,1,1,0,0,0
10000,1,1864300,8300,411958,9,49,0,0,2,1,0,1,Bath,1,0,0,0,0,1
500,1,2344300,5200,346384,11,68,1,4,6,0,0,0,Bath,1,1,1,0,0,0
500,0,2777700,5100,382119,66,86,32,9,42,7,0,1,Bath,1,0,1,1,1,1
500,1,3311300,7600,395580,2,39,1,1,1,0,0,0,Kitchen,1,0,0,0,1,0
500,1,2657500,7000,22522,6,30,4,0,6,0,0,0,Bath,0,0,0,0,0,0
2000,1,2539500,6700,694809,17,68,0,14,2,1,0,1,Bath,1,1,0,0,1,1
29000,0,3057200,8700,4692569,143,44,68,7,100,4,0,1,Office,1,1,1,1,1,0
2000,1,784400,8600,114820,14,56,7,3,11,0,0,1,Bath,1,1,0,0,0,0
2000,1,784400,7000,513190,18,61,5,3,12,3,0,1,Kitchen,1,0,0,0,0,0
500,1,1842000,5500,33,1,53,0,0,1,0,0,1,Bath,1,0,0,0,0,0
5000,1,320800,8100,18034,9,49,7,0,9,0,0,1,Bath,1,0,0,0,0,0
2000,1,2175300,8300,14306,8,69,4,3,2,0,0,1,Bath,1,1,0,0,0,0
2000,1,2492900,7700,241135,62,119,31,7,42,3,0,1,Bath,1,0,1,1,0,1
8000,1,981000,8700,1749217,88,128,30,29,41,4,0,1,Office,1,0,1,1,1,0
5000,1,192800,9200,922361,63,80,32,1,41,1,0,0,Bath,1,1,1,0,1,0
500,0,2777700,6000,216245,11,12,3,3,8,2,1,0,Kitchen,1,0,0,0,0,0
500,1,1411600,6200,4315,23,47,12,0,17,3,0,1,Bath,1,1,0,0,0,0
500,1,1463400,6000,152120,7,5,1,3,3,0,0,0,Bath,0,1,0,0,0,0
500,1,1210500,6300,334974,40,83,27,0,37,3,0,0,Bath,1,0,1,1,0,0
2000,1,1278800,6200,23149,5,38,2,0,4,0,0,0,Kitchen,1,0,0,0,0,0
500,0,4525300,4400,6661,12,42,3,1,6,0,0,0,Bath,1,0,1,0,0,0
27000,0,2896100,9000,233160,27,64,14,6,19,0,0,1,Bath,1,0,0,0,1,0
3000,0,2777700,8300,58238,196,125,24,123,171,122,0,0,Bath,1,1,1,0,1,1
500,1,219300,6200,746269,58,59,20,9,29,0,0,0,Bath,1,0,0,0,1,0
2000,1,356000,7100,123467,23,94,2,12,11,2,0,1,Kitchen,0,1,0,0,0,0
3000,1,2175300,7600,90686,33,89,10,17,19,4,0,0,Bath,1,0,0,0,0,0
2000,1,3518300,7600,4538,50,71,1,42,9,7,0,1,Office,1,1,0,0,0,1
500,0,4355300,6200,8229,2,20,1,0,2,0,0,0,Bath,0,0,0,0,0,1
8000,1,1979900,8200,242674,31,77,4,13,9,1,0,1,Bath,1,0,0,0,0,0
2000,1,1098100,8300,673497,50,101,7,29,18,4,0,0,Bath,1,1,0,0,1,1
500,1,2657500,5400,1602,3,3,0,2,2,2,0,0,Bath,0,0,0,0,0,0
